trip_id,origin_id,destination_id,mode,distance_km,hour_of_day,day_of_week,is_weekend,is_peak_hour,weather,traffic_level,scheduled_headway_min,passenger_density,upstream_delay_min,actual_travel_time_min,delay_minutes,actual_waiting_time_min,fare_inr,dataset_label
TRIP_005767,WATER_HIGH_COURT,WATER_FORT_KOCHI,water_metro,4.33,19,1,0,1,Clear,4,15.0,0.73,1.3,14.2,3.1,7.9,20.0,Demo / Synthetic Data
TRIP_005768,BUS_VYTTILA_HUB_BAY1,BUS_KAKKANAD_CIVIL,feeder_bus,6.57,21,2,0,0,Clear,2,12.0,0.24,3.0,22.8,6.2,9.3,21.8,Demo / Synthetic Data
TRIP_005769,BUS_FORT_KOCHI_STAND,BUS_MATTANCHERRY_BAZAAR,feeder_bus,1.51,6,3,0,0,Moderate Rain,1,12.0,0.58,1.0,5.7,2.0,6.5,12.7,Demo / Synthetic Data
TRIP_005770,ORIGIN_9,DEST_20,metro,2.9,14,1,0,0,Clear,1,7.0,0.25,0.4,4.4,0.0,5.3,16.4,Demo / Synthetic Data
TRIP_005771,METRO_EDAPPALLY,METRO_KALOOR,metro,4.1,13,3,0,0,Clear,2,7.0,0.34,0.4,7.8,0.4,2.6,19.0,Demo / Synthetic Data
TRIP_005772,METRO_MG_ROAD,WATER_HIGH_COURT,auto,1.13,15,6,1,0,Clear,1,2.0,0.31,0.0,2.9,0.0,1.6,30.0,Demo / Synthetic Data
TRIP_005773,METRO_VYTTILA,WATER_VYTTILA,walking,0.2,22,3,0,0,Clear,1,0.0,0.37,0.0,2.5,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_005774,METRO_KALOOR,METRO_MG_ROAD,metro,2.23,20,4,0,1,Clear,4,7.0,0.7,1.5,4.9,2.3,4.7,14.9,Demo / Synthetic Data
TRIP_005775,WATER_HIGH_COURT,WATER_FORT_KOCHI,water_metro,4.4,10,2,0,1,Moderate Rain,3,15.0,0.98,2.9,14.9,5.0,9.2,20.0,Demo / Synthetic Data
TRIP_005776,METRO_EDAPPALLY,METRO_KALOOR,metro,4.18,10,2,0,1,Clear,4,7.0,0.78,0.0,7.8,0.6,3.8,19.2,Demo / Synthetic Data
TRIP_005777,BUS_THOPPUMPADY,METRO_ERNAKULAM_SOUTH,feeder_bus,5.24,14,2,0,0,Monsoon Heavy Rain,3,12.0,0.42,4.9,21.2,9.7,7.3,19.4,Demo / Synthetic Data
TRIP_005778,METRO_KALOOR,METRO_MG_ROAD,metro,2.06,20,1,0,1,Monsoon Heavy Rain,2,7.0,0.88,1.6,4.9,3.2,2.6,14.5,Demo / Synthetic Data
TRIP_005779,METRO_MG_ROAD,WATER_HIGH_COURT,feeder_bus,1.17,18,6,1,1,Clear,3,12.0,0.74,4.5,7.1,8.5,9.0,12.1,Demo / Synthetic Data
TRIP_005780,WATER_HIGH_COURT,WATER_FORT_KOCHI,water_metro,4.31,21,6,1,0,Clear,2,15.0,0.21,0.9,13.0,0.6,7.1,20.0,Demo / Synthetic Data
TRIP_005781,WATER_VYTTILA,WATER_KAKKANAD,water_metro,9.32,19,4,0,1,Clear,3,15.0,0.71,0.6,28.2,2.0,8.2,30.0,Demo / Synthetic Data
TRIP_005782,METRO_ALUVA,METRO_EDAPPALLY,metro,8.11,10,2,0,1,Clear,2,7.0,0.66,1.7,15.4,2.6,4.7,27.8,Demo / Synthetic Data
TRIP_005783,ORIGIN_12,DEST_8,metro,9.39,17,6,1,1,Clear,2,7.0,0.68,0.1,17.3,0.1,4.2,30.7,Demo / Synthetic Data
TRIP_005784,BUS_FORT_KOCHI_STAND,BUS_MATTANCHERRY_BAZAAR,feeder_bus,1.66,22,4,0,0,Clear,1,12.0,0.34,0.9,5.7,1.6,7.0,13.0,Demo / Synthetic Data
TRIP_005785,BUS_THOPPUMPADY,METRO_ERNAKULAM_SOUTH,feeder_bus,5.25,10,1,0,1,Clear,3,12.0,0.62,3.0,18.8,6.3,7.9,19.5,Demo / Synthetic Data
TRIP_005786,WATER_VYTTILA,WATER_KAKKANAD,water_metro,9.29,7,5,1,0,Moderate Rain,1,15.0,0.56,1.3,28.2,2.2,7.6,30.0,Demo / Synthetic Data
TRIP_005787,METRO_ALUVA,METRO_EDAPPALLY,metro,7.99,15,1,0,0,Moderate Rain,1,7.0,0.42,0.0,13.7,0.0,4.5,27.6,Demo / Synthetic Data
TRIP_005788,METRO_EDAPPALLY,BUS_AMRITA_HOSPITAL,feeder_bus,1.66,15,3,0,0,Moderate Rain,1,12.0,0.43,0.4,6.0,1.2,5.7,13.0,Demo / Synthetic Data
TRIP_005789,WATER_VYTTILA,WATER_KAKKANAD,water_metro,9.46,10,0,0,1,Moderate Rain,4,15.0,0.99,6.0,33.1,11.9,9.8,30.0,Demo / Synthetic Data
TRIP_005790,WATER_VYTTILA,WATER_KAKKANAD,water_metro,9.52,12,2,0,0,Moderate Rain,2,15.0,0.55,1.1,29.8,2.3,9.2,30.0,Demo / Synthetic Data
TRIP_005791,METRO_ALUVA,METRO_EDAPPALLY,metro,8.2,6,4,0,0,Clear,1,7.0,0.27,0.0,13.6,0.0,3.9,28.0,Demo / Synthetic Data
TRIP_005792,METRO_MG_ROAD,WATER_HIGH_COURT,auto,1.23,22,0,0,0,Clear,1,2.0,0.24,0.5,3.4,0.6,1.4,30.0,Demo / Synthetic Data
TRIP_005793,BUS_FORT_KOCHI_STAND,BUS_MATTANCHERRY_BAZAAR,feeder_bus,1.86,6,2,0,0,Moderate Rain,1,12.0,0.41,1.0,6.3,1.9,7.8,13.3,Demo / Synthetic Data
TRIP_005794,BUS_FORT_KOCHI_STAND,BUS_MATTANCHERRY_BAZAAR,feeder_bus,1.7,8,2,0,1,Clear,2,12.0,0.74,5.0,8.2,8.8,8.0,13.1,Demo / Synthetic Data
TRIP_005795,METRO_VYTTILA,WATER_VYTTILA,walking,0.21,21,2,0,0,Clear,1,0.0,0.25,0.0,2.9,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_005796,BUS_THOPPUMPADY,METRO_ERNAKULAM_SOUTH,feeder_bus,5.11,6,3,0,0,Clear,1,12.0,0.35,1.4,17.6,3.2,6.1,19.2,Demo / Synthetic Data
TRIP_005797,METRO_KALOOR,METRO_MG_ROAD,metro,2.14,22,6,1,0,Clear,3,7.0,0.3,0.3,3.5,0.0,2.0,14.7,Demo / Synthetic Data
TRIP_005798,METRO_MG_ROAD,WATER_HIGH_COURT,feeder_bus,1.18,18,2,0,1,Clear,2,12.0,0.66,6.3,8.3,12.7,8.7,12.1,Demo / Synthetic Data
TRIP_005799,ORIGIN_5,DEST_13,auto,10.26,12,3,0,0,Clear,1,2.0,0.33,0.6,26.1,0.6,0.5,161.4,Demo / Synthetic Data
TRIP_005800,METRO_KALOOR,METRO_MG_ROAD,metro,2.28,16,5,1,0,Clear,1,7.0,0.37,0.0,3.9,0.0,2.7,15.0,Demo / Synthetic Data
TRIP_005801,METRO_KALOOR,METRO_MG_ROAD,metro,2.22,21,2,0,0,Clear,1,7.0,0.27,0.2,4.6,1.1,4.0,14.9,Demo / Synthetic Data
TRIP_005802,METRO_EDAPPALLY,METRO_KALOOR,metro,4.11,6,1,0,0,Clear,2,7.0,0.31,0.1,7.2,0.0,1.7,19.0,Demo / Synthetic Data
TRIP_005803,WATER_HIGH_COURT,WATER_VYPIN,water_metro,3.88,23,6,1,0,Clear,1,15.0,0.34,0.4,12.4,1.1,7.5,20.0,Demo / Synthetic Data
TRIP_005804,METRO_VYTTILA,WATER_VYTTILA,walking,0.2,14,2,0,0,Moderate Rain,3,0.0,0.51,0.0,3.1,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_005805,BUS_THOPPUMPADY,METRO_ERNAKULAM_SOUTH,feeder_bus,5.29,22,3,0,0,Monsoon Heavy Rain,1,12.0,0.56,3.6,19.5,6.8,8.3,19.5,Demo / Synthetic Data
TRIP_005806,WATER_HIGH_COURT,WATER_BOLGATTY,water_metro,1.39,16,3,0,0,Moderate Rain,1,15.0,0.57,0.6,5.3,1.5,8.1,20.0,Demo / Synthetic Data
TRIP_005807,BUS_FORT_KOCHI_STAND,BUS_MATTANCHERRY_BAZAAR,feeder_bus,1.85,6,2,0,0,Clear,2,12.0,0.32,2.9,8.2,4.7,6.6,13.3,Demo / Synthetic Data
TRIP_005808,ORIGIN_8,DEST_15,water_metro,3.12,13,3,0,0,Clear,2,15.0,0.33,0.3,9.8,0.3,7.0,20.0,Demo / Synthetic Data
TRIP_005809,WATER_HIGH_COURT,WATER_BOLGATTY,water_metro,1.34,11,0,0,0,Monsoon Heavy Rain,2,15.0,0.46,2.4,5.8,4.1,8.7,20.0,Demo / Synthetic Data
TRIP_005810,BUS_THOPPUMPADY,METRO_ERNAKULAM_SOUTH,feeder_bus,5.25,11,0,0,0,Clear,2,12.0,0.27,2.9,19.3,6.0,8.1,19.5,Demo / Synthetic Data
TRIP_005811,METRO_MG_ROAD,WATER_HIGH_COURT,auto,1.14,8,4,0,1,Moderate Rain,3,2.0,0.82,2.5,5.0,4.9,4.2,30.0,Demo / Synthetic Data
TRIP_005812,ORIGIN_6,DEST_14,metro,2.6,18,6,1,1,Moderate Rain,3,7.0,0.93,0.0,5.2,0.0,3.3,15.7,Demo / Synthetic Data
TRIP_005813,WATER_VYTTILA,WATER_KAKKANAD,water_metro,9.49,7,4,0,0,Clear,2,15.0,0.39,0.8,29.4,1.7,8.0,30.0,Demo / Synthetic Data
TRIP_005814,METRO_VYTTILA,WATER_VYTTILA,walking,0.34,19,4,0,1,Clear,2,0.0,0.63,0.0,5.1,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_005815,BUS_FORT_KOCHI_STAND,BUS_MATTANCHERRY_BAZAAR,feeder_bus,1.91,15,1,0,0,Clear,3,12.0,0.24,3.4,8.5,6.4,9.2,13.4,Demo / Synthetic Data
TRIP_005816,METRO_EDAPPALLY,BUS_AMRITA_HOSPITAL,feeder_bus,1.89,6,3,0,0,Clear,1,12.0,0.36,1.5,7.1,2.9,6.3,13.4,Demo / Synthetic Data
TRIP_005817,WATER_HIGH_COURT,WATER_FORT_KOCHI,water_metro,4.35,23,3,0,0,Clear,1,15.0,0.34,0.8,13.7,1.4,7.0,20.0,Demo / Synthetic Data
TRIP_005818,WATER_HIGH_COURT,WATER_VYPIN,water_metro,3.6,21,5,1,0,Moderate Rain,2,15.0,0.49,0.8,11.6,1.8,8.1,20.0,Demo / Synthetic Data
TRIP_005819,METRO_VYTTILA,WATER_VYTTILA,walking,0.25,20,3,0,1,Monsoon Heavy Rain,3,0.0,0.87,0.0,3.1,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_005820,METRO_EDAPPALLY,BUS_AMRITA_HOSPITAL,feeder_bus,1.67,15,6,1,0,Moderate Rain,1,12.0,0.59,0.8,5.9,1.3,6.7,13.0,Demo / Synthetic Data
TRIP_005821,WATER_SOUTH_CHITTOOR,WATER_CHERANALLOOR,water_metro,2.64,23,1,0,0,Moderate Rain,2,15.0,0.41,1.0,9.0,1.6,8.7,20.0,Demo / Synthetic Data
TRIP_005822,METRO_MG_ROAD,METRO_VYTTILA,metro,4.7,19,0,0,1,Moderate Rain,4,7.0,0.97,1.0,8.3,1.1,3.7,20.3,Demo / Synthetic Data
TRIP_005823,WATER_FORT_KOCHI,BUS_FORT_KOCHI_STAND,walking,0.43,18,6,1,1,Clear,2,0.0,0.66,0.4,5.3,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_005824,METRO_KALOOR,METRO_MG_ROAD,metro,2.2,22,6,1,0,Clear,1,7.0,0.22,1.1,4.6,1.8,4.6,14.8,Demo / Synthetic Data
TRIP_005825,BUS_THOPPUMPADY,METRO_ERNAKULAM_SOUTH,feeder_bus,5.25,5,3,0,0,Clear,1,12.0,0.39,1.2,17.0,2.4,6.9,19.5,Demo / Synthetic Data
TRIP_005826,WATER_HIGH_COURT,WATER_VYPIN,water_metro,3.85,6,6,1,0,Clear,2,15.0,0.27,0.6,11.7,0.4,7.7,20.0,Demo / Synthetic Data
TRIP_005827,WATER_HIGH_COURT,WATER_VYPIN,water_metro,3.84,23,5,1,0,Clear,1,15.0,0.21,0.2,11.3,0.3,8.7,20.0,Demo / Synthetic Data
TRIP_005828,ORIGIN_7,DEST_19,water_metro,0.67,23,1,0,0,Clear,2,15.0,0.3,0.7,3.0,2.4,8.1,20.0,Demo / Synthetic Data
TRIP_005829,METRO_VYTTILA,WATER_VYTTILA,walking,0.2,7,5,1,0,Clear,1,0.0,0.23,0.0,3.2,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_005830,ORIGIN_6,DEST_16,metro,9.89,8,4,0,1,Moderate Rain,3,7.0,0.98,0.6,17.7,0.8,3.3,31.8,Demo / Synthetic Data
TRIP_005831,METRO_EDAPPALLY,BUS_AMRITA_HOSPITAL,feeder_bus,1.83,11,6,1,0,Clear,2,12.0,0.35,2.3,7.6,3.8,7.8,13.3,Demo / Synthetic Data
TRIP_005832,BUS_THOPPUMPADY,METRO_ERNAKULAM_SOUTH,feeder_bus,5.14,7,3,0,0,Clear,3,12.0,0.22,3.1,18.9,6.4,6.2,19.3,Demo / Synthetic Data
TRIP_005833,METRO_ALUVA,METRO_EDAPPALLY,metro,8.14,22,3,0,0,Clear,2,7.0,0.37,0.6,14.1,0.1,2.8,27.9,Demo / Synthetic Data
TRIP_005834,WATER_SOUTH_CHITTOOR,WATER_CHERANALLOOR,water_metro,2.53,13,1,0,0,Clear,2,15.0,0.4,0.7,8.2,1.3,7.8,20.0,Demo / Synthetic Data
TRIP_005835,WATER_SOUTH_CHITTOOR,WATER_CHERANALLOOR,water_metro,2.59,10,0,0,1,Clear,2,15.0,0.8,2.4,9.1,3.4,9.1,20.0,Demo / Synthetic Data
TRIP_005836,WATER_FORT_KOCHI,BUS_FORT_KOCHI_STAND,walking,0.42,12,0,0,0,Monsoon Heavy Rain,1,0.0,0.4,0.3,5.7,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_005837,WATER_HIGH_COURT,WATER_BOLGATTY,water_metro,1.38,15,2,0,0,Moderate Rain,2,15.0,0.58,0.9,5.5,1.7,7.2,20.0,Demo / Synthetic Data
TRIP_005838,METRO_ALUVA,METRO_EDAPPALLY,metro,8.31,8,2,0,1,Clear,4,7.0,0.76,0.3,14.7,0.3,3.6,28.3,Demo / Synthetic Data
TRIP_005839,BUS_FORT_KOCHI_STAND,BUS_MATTANCHERRY_BAZAAR,feeder_bus,1.58,19,0,0,1,Clear,3,12.0,0.64,4.2,8.8,8.4,6.8,12.8,Demo / Synthetic Data
TRIP_005840,ORIGIN_3,DEST_20,feeder_bus,7.39,15,6,1,0,Clear,1,12.0,0.2,0.1,23.2,0.4,6.5,23.3,Demo / Synthetic Data
TRIP_005841,WATER_HIGH_COURT,WATER_FORT_KOCHI,water_metro,4.12,5,2,0,0,Clear,1,15.0,0.25,1.5,13.1,2.8,8.4,20.0,Demo / Synthetic Data
TRIP_005842,METRO_VYTTILA,WATER_VYTTILA,walking,0.37,10,2,0,1,Clear,3,0.0,0.73,0.0,4.4,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_005843,METRO_VYTTILA,WATER_VYTTILA,walking,0.31,13,5,1,0,Clear,2,0.0,0.27,0.3,4.5,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_005844,METRO_EDAPPALLY,METRO_KALOOR,metro,4.02,9,6,1,1,Moderate Rain,3,7.0,0.93,1.4,8.7,2.3,5.0,18.8,Demo / Synthetic Data
TRIP_005845,ORIGIN_3,DEST_15,metro,8.3,22,0,0,0,Clear,1,7.0,0.2,0.0,14.4,0.0,4.8,28.3,Demo / Synthetic Data
TRIP_005846,METRO_VYTTILA,WATER_VYTTILA,walking,0.23,5,3,0,0,Moderate Rain,2,0.0,0.56,0.0,3.2,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_005847,WATER_VYTTILA,WATER_KAKKANAD,water_metro,9.59,12,5,1,0,Clear,3,15.0,0.24,0.0,28.1,0.4,7.7,30.0,Demo / Synthetic Data
TRIP_005848,METRO_VYTTILA,WATER_VYTTILA,walking,0.27,23,6,1,0,Clear,1,0.0,0.23,0.0,4.4,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_005849,METRO_EDAPPALLY,METRO_KALOOR,metro,4.02,8,3,0,1,Moderate Rain,2,7.0,0.95,0.0,7.3,0.0,2.0,18.8,Demo / Synthetic Data
TRIP_005850,WATER_VYTTILA,WATER_KAKKANAD,water_metro,9.48,23,5,1,0,Clear,1,15.0,0.24,0.2,28.8,0.3,8.4,30.0,Demo / Synthetic Data
TRIP_005851,METRO_VYTTILA,WATER_VYTTILA,walking,0.27,7,2,0,0,Moderate Rain,1,0.0,0.57,0.0,3.1,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_005852,BUS_THOPPUMPADY,METRO_ERNAKULAM_SOUTH,feeder_bus,5.28,6,0,0,0,Moderate Rain,1,12.0,0.59,1.0,16.7,1.5,7.4,19.5,Demo / Synthetic Data
TRIP_005853,METRO_VYTTILA,METRO_THRIPUNITHURA,metro,5.13,18,5,1,1,Moderate Rain,2,7.0,0.86,1.1,9.9,1.8,3.9,21.3,Demo / Synthetic Data
TRIP_005854,BUS_THOPPUMPADY,METRO_ERNAKULAM_SOUTH,feeder_bus,5.26,6,1,0,0,Clear,2,12.0,0.38,3.2,18.8,5.5,7.9,19.5,Demo / Synthetic Data
TRIP_005855,WATER_FORT_KOCHI,BUS_FORT_KOCHI_STAND,walking,0.31,6,4,0,0,Clear,1,0.0,0.27,0.2,3.9,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_005856,METRO_KALOOR,METRO_MG_ROAD,metro,2.12,19,1,0,1,Clear,4,7.0,0.64,0.0,3.7,0.2,3.4,14.7,Demo / Synthetic Data
TRIP_005857,METRO_VYTTILA,WATER_VYTTILA,walking,0.3,10,4,0,1,Clear,2,0.0,0.75,0.0,3.5,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_005858,ORIGIN_10,DEST_10,water_metro,6.83,21,2,0,0,Clear,2,15.0,0.4,0.0,20.8,0.9,7.4,30.0,Demo / Synthetic Data
TRIP_005859,METRO_ALUVA,METRO_EDAPPALLY,metro,8.14,5,3,0,0,Clear,2,7.0,0.29,0.0,14.3,0.0,2.8,27.9,Demo / Synthetic Data
TRIP_005860,METRO_VYTTILA,WATER_VYTTILA,walking,0.24,23,2,0,0,Moderate Rain,1,0.0,0.51,0.4,2.7,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_005861,ORIGIN_15,DEST_9,water_metro,2.61,7,0,0,0,Clear,1,15.0,0.38,0.1,8.0,0.5,8.8,20.0,Demo / Synthetic Data
TRIP_005862,METRO_ALUVA,METRO_EDAPPALLY,metro,8.17,18,4,0,1,Clear,2,7.0,0.71,0.6,14.7,0.4,3.4,28.0,Demo / Synthetic Data
TRIP_005863,BUS_VYTTILA_HUB_BAY1,BUS_KAKKANAD_CIVIL,feeder_bus,6.8,8,1,0,1,Clear,4,12.0,0.69,6.1,26.2,11.6,9.3,22.2,Demo / Synthetic Data
TRIP_005864,BUS_VYTTILA_HUB_BAY1,BUS_KAKKANAD_CIVIL,feeder_bus,6.82,17,1,0,1,Moderate Rain,4,12.0,0.97,5.9,26.1,12.2,10.3,22.3,Demo / Synthetic Data
TRIP_005865,METRO_EDAPPALLY,METRO_KALOOR,metro,3.89,21,1,0,0,Moderate Rain,2,7.0,0.58,0.8,6.9,1.0,3.5,18.6,Demo / Synthetic Data
TRIP_005866,WATER_HIGH_COURT,WATER_BOLGATTY,water_metro,1.4,8,3,0,1,Moderate Rain,4,15.0,0.99,2.9,6.0,4.7,9.0,20.0,Demo / Synthetic Data
TRIP_005867,WATER_HIGH_COURT,WATER_VYPIN,water_metro,3.83,18,1,0,1,Moderate Rain,3,15.0,0.88,3.1,13.8,5.5,10.0,20.0,Demo / Synthetic Data
TRIP_005868,WATER_VYTTILA,WATER_KAKKANAD,water_metro,9.43,13,2,0,0,Monsoon Heavy Rain,1,15.0,0.49,2.6,29.9,4.1,8.6,30.0,Demo / Synthetic Data
TRIP_005869,BUS_VYTTILA_HUB_BAY1,BUS_KAKKANAD_CIVIL,feeder_bus,6.85,10,5,1,1,Clear,3,12.0,0.66,4.2,25.4,8.0,7.3,22.3,Demo / Synthetic Data
TRIP_005870,METRO_VYTTILA,WATER_VYTTILA,walking,0.47,20,0,0,1,Clear,3,0.0,0.74,0.0,6.2,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_005871,METRO_ALUVA,METRO_EDAPPALLY,metro,8.36,14,6,1,0,Clear,1,7.0,0.31,0.0,14.9,0.0,3.0,28.4,Demo / Synthetic Data
TRIP_005872,METRO_VYTTILA,METRO_THRIPUNITHURA,metro,5.16,14,1,0,0,Moderate Rain,1,7.0,0.52,0.0,9.3,0.0,2.2,21.4,Demo / Synthetic Data
TRIP_005873,METRO_MG_ROAD,WATER_HIGH_COURT,feeder_bus,1.11,11,3,0,0,Clear,3,12.0,0.39,3.2,6.7,6.5,7.4,12.0,Demo / Synthetic Data
TRIP_005874,METRO_KALOOR,METRO_MG_ROAD,metro,2.08,9,1,0,1,Clear,3,7.0,0.61,0.0,4.0,0.1,3.3,14.6,Demo / Synthetic Data
TRIP_005875,WATER_HIGH_COURT,WATER_BOLGATTY,water_metro,1.35,5,1,0,0,Monsoon Heavy Rain,1,15.0,0.58,2.3,5.6,4.5,8.8,20.0,Demo / Synthetic Data
TRIP_005876,WATER_VYTTILA,WATER_KAKKANAD,water_metro,9.16,23,3,0,0,Monsoon Heavy Rain,2,15.0,0.53,2.4,29.9,4.4,8.9,30.0,Demo / Synthetic Data
TRIP_005877,METRO_EDAPPALLY,METRO_KALOOR,metro,4.06,12,4,0,0,Clear,1,7.0,0.35,0.5,7.0,0.0,3.6,18.9,Demo / Synthetic Data
TRIP_005878,BUS_THOPPUMPADY,METRO_ERNAKULAM_SOUTH,feeder_bus,5.08,5,1,0,0,Clear,2,12.0,0.32,1.2,17.6,3.4,6.2,19.1,Demo / Synthetic Data
TRIP_005879,ORIGIN_13,DEST_11,metro,3.88,9,6,1,1,Moderate Rain,3,7.0,0.95,1.0,7.0,1.2,4.4,18.5,Demo / Synthetic Data
TRIP_005880,WATER_SOUTH_CHITTOOR,WATER_CHERANALLOOR,water_metro,2.66,6,2,0,0,Moderate Rain,1,15.0,0.5,1.9,8.6,2.5,7.2,20.0,Demo / Synthetic Data
TRIP_005881,BUS_FORT_KOCHI_STAND,BUS_MATTANCHERRY_BAZAAR,feeder_bus,1.67,13,4,0,0,Moderate Rain,2,12.0,0.48,4.9,9.0,9.2,10.1,13.0,Demo / Synthetic Data
TRIP_005882,WATER_FORT_KOCHI,BUS_FORT_KOCHI_STAND,walking,0.46,19,6,1,1,Moderate Rain,4,0.0,0.91,0.1,6.0,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_005883,WATER_VYTTILA,WATER_KAKKANAD,water_metro,9.24,5,1,0,0,Monsoon Heavy Rain,2,15.0,0.4,1.9,29.8,4.4,9.9,30.0,Demo / Synthetic Data
TRIP_005884,ORIGIN_9,DEST_17,water_metro,10.01,22,1,0,0,Clear,2,15.0,0.38,0.4,31.0,1.6,7.7,30.0,Demo / Synthetic Data
TRIP_005885,BUS_THOPPUMPADY,METRO_ERNAKULAM_SOUTH,feeder_bus,5.22,20,1,0,1,Moderate Rain,3,12.0,0.88,4.9,20.5,10.0,8.5,19.4,Demo / Synthetic Data
TRIP_005886,WATER_VYTTILA,WATER_KAKKANAD,water_metro,9.41,17,3,0,1,Clear,4,15.0,0.74,0.9,28.2,0.5,8.0,30.0,Demo / Synthetic Data
TRIP_005887,WATER_HIGH_COURT,WATER_FORT_KOCHI,water_metro,4.12,9,1,0,1,Clear,3,15.0,0.8,0.1,12.8,0.7,8.5,20.0,Demo / Synthetic Data
TRIP_005888,BUS_VYTTILA_HUB_BAY1,BUS_KAKKANAD_CIVIL,feeder_bus,6.82,17,6,1,1,Monsoon Heavy Rain,2,12.0,0.83,4.5,25.3,9.4,9.7,22.3,Demo / Synthetic Data
TRIP_005889,METRO_VYTTILA,WATER_VYTTILA,walking,0.2,18,2,0,1,Clear,3,0.0,0.6,0.0,2.7,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_005890,METRO_VYTTILA,METRO_THRIPUNITHURA,metro,5.16,16,4,0,0,Clear,1,7.0,0.32,0.4,8.9,0.0,3.8,21.4,Demo / Synthetic Data
TRIP_005891,METRO_MG_ROAD,WATER_HIGH_COURT,auto,1.01,10,1,0,1,Clear,4,2.0,0.61,2.7,5.2,6.1,2.3,30.0,Demo / Synthetic Data
TRIP_005892,WATER_VYTTILA,WATER_KAKKANAD,water_metro,9.33,10,4,0,1,Monsoon Heavy Rain,2,15.0,0.88,3.1,30.6,6.7,8.5,30.0,Demo / Synthetic Data
TRIP_005893,WATER_HIGH_COURT,WATER_VYPIN,water_metro,3.89,10,3,0,1,Clear,3,15.0,0.77,2.0,13.1,4.2,9.0,20.0,Demo / Synthetic Data
TRIP_005894,METRO_VYTTILA,METRO_THRIPUNITHURA,metro,5.06,5,3,0,0,Moderate Rain,1,7.0,0.44,0.0,9.3,0.0,3.1,21.1,Demo / Synthetic Data
TRIP_005895,METRO_KALOOR,METRO_MG_ROAD,metro,2.1,19,4,0,1,Clear,4,7.0,0.67,0.7,4.2,0.4,4.6,14.6,Demo / Synthetic Data
TRIP_005896,WATER_HIGH_COURT,WATER_VYPIN,water_metro,3.74,11,2,0,0,Clear,2,15.0,0.3,1.1,12.1,2.7,8.4,20.0,Demo / Synthetic Data
TRIP_005897,METRO_VYTTILA,METRO_THRIPUNITHURA,metro,4.99,23,5,1,0,Clear,1,7.0,0.23,0.0,8.2,0.0,2.9,21.0,Demo / Synthetic Data
TRIP_005898,WATER_FORT_KOCHI,BUS_FORT_KOCHI_STAND,walking,0.49,12,1,0,0,Moderate Rain,2,0.0,0.54,0.4,6.3,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_005899,WATER_FORT_KOCHI,BUS_FORT_KOCHI_STAND,walking,0.39,20,6,1,1,Clear,3,0.0,0.75,0.6,4.8,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_005900,ORIGIN_15,DEST_16,metro,6.89,19,4,0,1,Clear,3,7.0,0.66,0.0,12.7,0.5,2.3,25.2,Demo / Synthetic Data
TRIP_005901,BUS_FORT_KOCHI_STAND,BUS_MATTANCHERRY_BAZAAR,feeder_bus,1.85,5,2,0,0,Clear,1,12.0,0.2,0.6,7.1,1.3,7.3,13.3,Demo / Synthetic Data
TRIP_005902,WATER_VYTTILA,WATER_KAKKANAD,water_metro,9.44,21,1,0,0,Clear,2,15.0,0.24,0.4,28.5,0.7,9.1,30.0,Demo / Synthetic Data
TRIP_005903,WATER_VYTTILA,WATER_KAKKANAD,water_metro,9.45,12,0,0,0,Clear,2,15.0,0.29,0.0,29.2,0.2,9.3,30.0,Demo / Synthetic Data
TRIP_005904,METRO_VYTTILA,WATER_VYTTILA,walking,0.4,11,6,1,0,Moderate Rain,2,0.0,0.58,0.0,5.1,0.0,0.0,0.0,Demo / Synthetic Data
TRIP_005905,METRO_VYTTILA,METRO_THRIPUNITHURA,metro,5.11,9,3,0,1,Clear,4,7.0,0.8,0.8,10.2,0.0,4.8,21.2,Demo / Synthetic Data
TRIP_005906,METRO_ALUVA,METRO_EDAPPALLY,metro,8.05,7,2,0,0,Clear,2,7.0,0.28,0.0,14.1,0.3,3.9,27.7,Demo / Synthetic Data
TRIP_005907,BUS_THOPPUMPADY,METRO_ERNAKULAM_SOUTH,feeder_bus,5.21,17,1,0,1,Clear,2,12.0,0.64,7.6,23.0,15.8,11.8,19.4,Demo / Synthetic Data
